Win,118,37
Win,143,21
Win,101,17
Win,108,22
Win,109,35
Win,111,30
Win,109,39
Win,106,17
Win,120,12
Win,123,16
Win,105,13
Win,101,18
Win,106,35
Win,110,27
Win,111,11
Win,119,19
Win,104,25
Win,110,39
Win,114,7
Win,106,33
Win,111,18
Win,108,21
Win,110,10
Win,107,28
Win,101,14
Win,104,21
Win,101,45
Win,116,37
Win,104,29
Win,106,30
Win,104,31
Win,106,42
Win,131,17
Win,101,40
Win,103,16
Win,104,42
Win,101,23
Win,105,38
Win,106,27
Win,102,15
Win,117,16
Win,109,27
Win,106,26
Win,128,26
Win,100,16
Win,115,12
Win,107,18
Win,104,13
Win,108,30
Win,108,40
Win,112,46
Win,106,30
Win,107,31
Win,102,15
Win,117,34
Win,107,34
Win,100,37
Win,119,27
Win,123,39
Win,130,19
Win,120,19
Win,118,18
Win,115,46
Win,110,44
Win,110,37
Win,118,42
Win,126,19
Win,101,22
Win,100,14
Win,109,15
Win,115,15
Win,104,35
Win,110,36
Win,109,23
Win,102,29
Win,102,19
Win,103,22
Win,120,22
Win,117,33
Win,115,30
Win,100,10
Win,111,28
Win,130,42
Win,132,14
Win,112,18
Win,123,21
Win,106,11
Win,100,30
Win,126,28
Win,105,15
Win,109,36
Win,116,16
Win,106,10
Win,101,27
Win,111,43
Win,120,21
Win,124,37
Win,102,20
Win,105,22
Win,102,35
Win,125,42
Win,105,38
Win,113,9
Win,121,22
Win,107,32
Win,110,32
Win,103,27
Win,102,18
Win,112,8
Win,101,30
Win,105,40
Win,116,18
Win,115,43
Win,110,27
Win,102,5
Win,117,31
Win,138,25
Win,101,13
Win,106,24
Win,112,35
Win,117,13
Win,135,23
Win,122,43
Win,122,21
Win,107,17
Win,106,24
Win,116,30
Win,115,29
Win,122,14
Win,101,35
Win,129,13
Win,107,29
Win,114,38
Win,102,16
Win,136,9
Win,128,6
Win,103,12
Win,109,14
Win,112,33
Win,109,22
Win,114,22
Win,113,19
Win,110,23
Win,103,21
Win,104,11
Win,112,23
Win,104,26
Win,114,17
Win,105,24
Win,100,20
Win,118,8
Win,128,48
Win,100,30
Win,103,30
Win,104,16
Win,120,6
Win,101,24
Win,100,11
Win,102,28
Win,111,26
Win,102,17
Win,114,38
Win,101,16
Win,117,20
Win,126,15
Win,111,6
Win,100,33
Win,135,16
Win,120,22
Win,121,30
Win,106,25
Win,110,39
Win,101,27
Win,100,14
Win,106,27
Win,101,27
Win,100,22
Win,132,9
Win,112,19
Win,103,17
Win,111,22
Win,104,16
Win,103,44
Win,102,32
Win,110,15
Win,120,33
Win,101,25
Win,102,13
Win,100,41
Win,124,28
Win,120,25
Win,107,10
Win,108,32
Win,133,9
Win,119,41
Win,118,11
Win,104,27
Win,108,13
Win,124,29
Win,116,23
Win,104,37
Win,106,22
Win,123,29
Win,108,44
Win,108,25
Win,104,40
Win,103,21
Win,111,34
Win,104,13
Win,112,25
Win,101,25
Win,114,40
Win,103,7
Win,101,13
Win,104,35
Win,101,33
Win,111,22
Win,122,33
Win,100,13
Win,103,17
Win,102,18
Win,117,29
Win,112,21
Win,106,12
Win,118,42
Win,103,12
